source_index,招聘岗位,occupation_name,items,errors,batches
908,2023年应届毕业生,船舶制造人员,2,0,1
913,博士后科研工作站招聘(J11262),海洋工程技术人员,4,0,1
909,博士后科研工作站招聘(J11262),海洋工程技术人员,4,0,1
916,检验检测工程师,海洋工程技术人员,3,0,1
917,中国铁建港航局集团投资事业部 建设管理部 部员,道路和水上运输工程技术人员,2,0,1
918,高级开发经理（海风）,海洋工程技术人员,3,0,1
919,2023年度校园招聘,道路和水上运输工程技术人员,0,0,1
921,船机管理员,船舶制造人员,1,0,1
920,施工队长,海洋工程技术人员,2,0,1
924,港口操作员（本岗位为2023年校招）,海洋工程技术人员,1,0,1
923,车间主任,船舶制造人员,1,0,1
926,码头质量工程师,道路和水上运输工程技术人员,1,0,1
925,电仪工程师,海洋工程技术人员,2,0,1
932,工程管理部工程管理人员（珠海）,海洋工程技术人员,2,0,1
931,业务经理,海洋工程技术人员,2,0,1
933,动物管理中心总监,水产技术人员,2,0,1
934,助理技术服务工程师,水产技术人员,1,0,1
935,售前技术支持工程师（储能）,道路和水上运输工程技术人员,1,0,1
937,质检员（丽水）,船舶制造人员,1,0,1
938,船体技术员,船舶制造人员,1,0,1
942,投标工程师,海洋工程技术人员,1,0,1
945,水产养殖项目负责人,水产技术人员,1,0,1
946,船厂质检员,船舶制造人员,1,0,1
947,船体主管,船舶制造人员,1,0,1
948,船体主管,船舶制造人员,1,0,1
950,电力系统分析与优化工程师,海洋工程技术人员,2,0,1
951,机装设计员,道路和水上运输工程技术人员,2,0,1
952,船代操作/单证(船务武汉）,道路和水上运输工程技术人员,1,0,1
954,设备工程师,船舶制造人员,1,0,1
955,载荷分析工程师(J11425),海洋工程技术人员,2,0,1
953,业务助理,道路和水上运输工程技术人员,1,0,1
957,钢结构技术经理,海洋工程技术人员,2,0,1
958,社会招聘-勘测负责人,海洋工程技术人员,1,0,1
959,土建工程师（三亚）,海洋工程技术人员,1,0,1
965,费控工程师（生产类）,海洋工程技术人员,1,0,1
966,理货员,海洋服务人员,2,0,1
968,总经理秘书,道路和水上运输工程技术人员,2,0,1
970,质检员（消防系统、消防杂件、船舶设备等）,道路和水上运输工程技术人员,1,0,1
967,综合管理岗,道路和水上运输工程技术人员,2,0,1
971,体系专员（五险一金）,道路和水上运输工程技术人员,1,0,1
972,技术部长,海洋工程技术人员,1,0,1
973,结构专业资深工程师,船舶制造人员,1,0,1
974,计算专业资深工程师,海洋工程技术人员,1,0,1
978,外运华南-福建公司-外勤（福州）(J13849),船舶指挥和引航人员,1,0,1
977,海务主管,船舶指挥和引航人员,2,0,1
979,漂浮式风机研发工程师(J10482),海洋工程技术人员,3,0,1
982,气象海洋数据分析工程师,海洋工程技术人员,2,0,1
983,生产车间主任,船舶制造人员,2,0,1
981,机务总管,船舶指挥和引航人员,3,0,1
986,海船机工长,船舶制造人员,2,0,1
989,船务专员（天津）,道路和水上运输工程技术人员,2,0,1
991,电气工程师（海工方向）(J11152),海洋工程技术人员,2,0,1
996,安环主任（EHS+质检）,船舶制造人员,2,0,1
994,涂装工艺主任工程师,船舶制造人员,1,0,1
992,超声信号处理算法工程师,海洋工程技术人员,2,0,1
997,船舶轮机（校招储备干部）,船舶指挥和引航人员,1,0,1
999,机管电检验员,船舶制造人员,1,0,1
998,结构工程师,海洋工程技术人员,1,0,1
1002,焊工,船舶制造人员,1,0,1
1003,焊工,船舶制造人员,1,0,1
1005,项目经理,海洋工程技术人员,1,0,1
1009,油品检验员,海洋工程技术人员,1,0,1
1008,虾苗技术助理（海壹种苗）,渔业生产人员,1,0,1
1013,资源开发经理（海上风电）,海洋工程技术人员,1,0,1
1012,分公司负责人,道路和水上运输工程技术人员,1,0,1
1014,工程测算岗(J10851),道路和水上运输工程技术人员,2,0,1
1016,钢结构项目经理,海洋工程技术人员,1,0,1
1018,社会招聘-海上物探负责人,海洋工程技术人员,1,0,1
1017,2025届校园招聘——海洋类专业,海洋工程技术人员,1,0,1
1020,航线管理,道路和水上运输工程技术人员,1,0,1
1023,船舶阀门技术工程师,船舶制造人员,2,0,1
1024,水工专工,道路和水上运输工程技术人员,1,0,1
1026,系统工程师,海洋工程技术人员,2,0,1
1033,港口航道评价项目经理（航评）,道路和水上运输工程技术人员,1,0,1
1032,商务合同主管,海洋工程技术人员,2,0,1
1027,测量工程师-R2723Y,测绘和地理信息工程技术人员,1,0,1
1031,禽畜/水产养殖技术员（甘肃）,渔业生产人员,1,0,1
1028,研发-高级控制软件工程师,海洋工程技术人员,1,0,1
1034,远洋船舶驾驶,船舶指挥和引航人员,1,0,1
1036,污水处理厂副总经理/总经理 (MJ000042),海洋工程技术人员,1,0,1
1035,复合材料工程师（硕士）,船舶制造人员,1,0,1
1037,项目工程师（电仪）,海洋工程技术人员,1,0,1
1038,项目工程师（电仪）,海洋工程技术人员,1,0,1
1039,技术研发工程师（海底光缆）,海洋工程技术人员,1,0,1
1042,化工产品工艺工程师,海洋工程技术人员,1,0,1
1046,项目合同经营主管,海洋工程技术人员,1,0,1
1044,船舶评估师,道路和水上运输工程技术人员,1,0,1
1047,AI算法工程师,海洋工程技术人员,1,0,1
1043,专业设备监理师,海洋工程技术人员,1,0,1
1049,租船高级经理,道路和水上运输工程技术人员,1,0,1
1051,海工设计技术经理,海洋工程技术人员,1,0,1
1052,机械/船体工程师,船舶制造人员,1,0,1
1055,数字化管理岗,海洋工程技术人员,1,0,1
1053,系统测试工程师,海洋工程技术人员,1,0,1
1054,嵌入式硬件工程师,海洋工程技术人员,1,0,1
1056,安全主管,道路和水上运输工程技术人员,2,0,1
1057,船舶调度员,船舶指挥和引航人员,1,0,1
1050,水声研发工程师,海洋工程技术人员,4,0,1
1068,市场信息主管/专员,海洋工程技术人员,2,0,1
1067,设计主任工程师（油气船舶）,道路和水上运输工程技术人员,4,0,1
1069,生产管理主管,船舶制造人员,3,0,1
1073,船电工（中山厂）,船舶制造人员,2,0,1
1071,报告终审员,海洋工程技术人员,2,0,1
1072,电气工程师（中山厂）,海洋工程技术人员,2,0,1
1070,高级焊接工程师,船舶制造人员,4,0,1
1074,轮机放样工程师（中山厂）,海洋工程技术人员,1,0,1
1076,辅助工,船舶制造人员,1,0,1
1077,船体主管,船舶制造人员,1,0,1
1075,电气质检员（国际）,船舶制造人员,1,0,1
1078,电气放样工程师,船舶制造人员,1,0,1
1081,现场操作员,海洋服务人员,1,0,1
1080,海风项目经理（工程管理）（浙江区域）,海洋工程技术人员,1,0,1
1083,船舶装配工,船舶制造人员,1,0,1
1084,生产管理员,道路和水上运输工程技术人员,1,0,1
1082,低压维修电工,船舶制造人员,1,0,1
1085,安技专员,道路和水上运输工程技术人员,3,0,1
1086,船舶评估师,道路和水上运输工程技术人员,2,0,1
1087,控制算法工程师(J10988),海洋工程技术人员,2,0,1
1088,水运工程设计师,海洋工程技术人员,2,0,1
1091,海洋工程总监,海洋工程技术人员,1,0,1
1092,船舶管理岗 (MJ000250),船舶指挥和引航人员,3,0,1
1094,产品经理（照明类）,水产技术人员,2,0,1
1093,电气-工程师、高级工程师、主任工程师,海洋工程技术人员,2,0,1
1100,电气装配技术员,船舶制造人员,1,0,1
1105,技术助理（天津）,渔业生产人员,1,0,1
1107,物流调度员,道路和水上运输工程技术人员,2,0,1
1110,电气系统与测 试工程师,海洋工程技术人员,3,0,1
1109,租船操作岗,道路和水上运输工程技术人员,3,0,1
1116,船机管理员,海洋工程技术人员,2,0,1
1118,计算工程师,海洋工程技术人员,1,0,1
1117,项目经理,海洋工程技术人员,1,0,1
1114,自航耙吸式挖泥船大副,船舶指挥和引航人员,3,0,1
1119,船管,道路和水上运输工程技术人员,3,0,1
1111,工业软件系统工程师,海洋工程技术人员,3,0,1
1121,机械设计工程师（工具公司）,船舶制造人员,1,0,1
1122,检验员,道路和水上运输工程技术人员,2,0,1
1123,电气工程师（油气储运）,海洋工程技术人员,1,0,1
1124,市场方向管培生,道路和水上运输工程技术人员,1,0,1
1125,国际航运操作员,道路和水上运输工程技术人员,1,0,1
1132,测试工程师,海洋工程技术人员,1,0,1
1135,电气工程师,道路和水上运输工程技术人员,1,0,1
1134,工艺助理工程师（24届本科毕业生）,船舶制造人员,1,0,1
1137,水工工程师,道路和水上运输工程技术人员,1,0,1
1138,电气工程师,海洋工程技术人员,1,0,1
1140,轮机质检员（中山厂）,船舶制造人员,1,0,1
1141,钳工（中山厂）,船舶制造人员,1,0,1
1142,内装放样技术员,船舶制造人员,1,0,1
1143,船舶售后主管,船舶制造人员,2,0,1
1149,水工设计师（应届）,道路和水上运输工程技术人员,1,0,1
1145,防腐工程师,海洋工程技术人员,2,0,1
1144,电气自动化工程师,海洋工程技术人员,2,0,1
1147,海上升压站结构工程师,海洋工程技术人员,2,0,1
1150,质量工程师,海洋工程技术人员,1,0,1
1153,电气工程师,道路和水上运输工程技术人员,1,0,1
1156,安装调试工程师,船舶制造人员,1,0,1
1157,深远海绿色能源主任,海洋工程技术人员,4,0,1
1161,一级机电/港航建造师,道路和水上运输工程技术人员,2,0,1
1159,船舶设计师（船舶总体专业，青岛）,海洋工程技术人员,3,0,1
1163,工控系统开发工程师,道路和水上运输工程技术人员,2,0,1
1165,电气设计工程师（绘图）,海洋工程技术人员,2,0,1
1170,Syslab 基础环境-图形库开发,海洋工程技术人员,2,0,1
1171,船舶工程师,海洋工程技术人员,2,0,1
1175,焊工,船舶制造人员,1,0,1
1178,信号处理工程师,海洋工程技术人员,1,0,1
1173,质量经理,船舶制造人员,3,0,1
1182,环境监测采样工程师,海洋服务人员,2,0,1
1180,叉车司机兼仓管（码头）,船舶制造人员,0,0,1
1190,水工结构设计师,海洋工程技术人员,1,0,1
1183,航运业务管培生,船舶指挥和引航人员,1,0,1
1191,浮体工程师（海上风电）,海洋工程技术人员,4,0,1
1192,物联网行业高级研究员,海洋工程技术人员,1,0,1
1193,工程商务助理,海洋工程技术人员,1,0,1
1194,CTO,海洋工程技术人员,2,0,1
1197,水产养殖技术员--福建、江西、广东、广西、湖北,渔业生产人员,1,0,1
1195,Python工程师,海洋工程技术人员,1,0,1
1196,应用支持工程师-智算（武汉）(J11860),海洋工程技术人员,3,0,1
1204,电气质检专员,船舶制造人员,1,0,1
1203,售后工程师（船舶行业）,海洋服务人员,2,0,1
1208,水产技术服务工程师 (MJ004036),水产技术人员,1,0,1
1216,技术总工程师,船舶制造人员,2,0,1
1213,船舶大副,船舶指挥和引航人员,2,0,1
1215,船舶电气详细设计（上海佳豪）,道路和水上运输工程技术人员,2,0,1
1217,门座式起重机司机,道路和水上运输工程技术人员,2,0,1
1220,船舶电焊工,船舶制造人员,1,0,1
1222,施工主管,海洋工程技术人员,1,0,1
1223,2024届启航生,船舶制造人员,0,0,1
1224,涂装工程师,道路和水上运输工程技术人员,1,0,1
1228,社会招聘-海洋测绘负责人,测绘和地理信息工程技术人员,1,0,1
1225,机电工程主管（监修）,道路和水上运输工程技术人员,1,0,1
1231,声学研发工程师(J10022),海洋工程技术人员,1,0,1
1232,电气工程师,道路和水上运输工程技术人员,1,0,1
1230,声学研发工程师(J10022),海洋工程技术人员,1,0,1
1236,系统测试工程师,海洋工程技术人员,1,0,1
1242,电焊工,船舶制造人员,1,0,1
1235,船舶电气工程师,海洋工程技术人员,1,0,1
1246,电子维修技术员（可接受优秀应届毕业生）,船舶制造人员,1,0,1
1247,产品工程师-电气 Product Engineer,海洋工程技术人员,3,0,1
1249,租船操作,道路和水上运输工程技术人员,2,0,1
1248,电气设计员,海洋工程技术人员,2,0,1
1244,游船机务,船舶指挥和引航人员,2,0,1
1253,运筹,海洋工程技术人员,2,0,1
1255,中国铁建港航局集团投资事业部 运维管理部 部员,道路和水上运输工程技术人员,1,0,1
1257,商务,水产技术人员,1,0,1
1250,制造经理,船舶制造人员,3,0,1
1256,兽医专家/兽医技术经理,水产技术人员,3,0,1
1259,项目总监/副总监,道路和水上运输工程技术人员,3,0,1
1258,船员调配,道路和水上运输工程技术人员,3,0,1
1262,bim建模工程师（兼职2月）,海洋工程技术人员,2,0,1
1266,风电场运维人员,道路和水上运输工程技术人员,2,0,1
1268,项目领班（项目合约制）,船舶制造人员,2,0,1
1263,结构工程师,海洋工程技术人员,3,0,1
1272,无损检测业务销售工程师,道路和水上运输工程技术人员,1,0,1
1273,涂装质检员,船舶制造人员,1,0,1
1274,生产主管,船舶制造人员,1,0,1
1275,助理工程师,海洋工程技术人员,2,0,1
1279,电气、轮机调试员,船舶制造人员,2,0,1
1280,电气安装主管,船舶制造人员,2,0,1
1277,海工结构工程师,海洋工程技术人员,2,0,1
1278,上位机软件工程师（海防）,海洋工程技术人员,2,0,1
1281,船舶质量管理员,船舶制造人员,1,0,1
1286,客服专员（船务武汉）,道路和水上运输工程技术人员,1,0,1
1285,项目经理,道路和水上运输工程技术人员,2,0,1
1287,航运调度员,道路和水上运输工程技术人员,1,0,1
1288,项目经理（机电工程）,道路和水上运输工程技术人员,2,0,1
1290,船舶设计师（轮机详细设计，青岛）,道路和水上运输工程技术人员,1,0,1
1293,集装箱管理,道路和水上运输工程技术人员,3,0,1
1294,水动力分析工程师,海洋工程技术人员,3,0,1
1301,总体/流体计算工程师,海洋工程技术人员,3,0,1
1309,生态学主管/经理,海洋工程技术人员,2,0,1
1316,工程管理,道路和水上运输工程技术人员,0,0,1
1313,物流资源拓展总监,道路和水上运输工程技术人员,3,0,1
1318,内河船轮机长,船舶指挥和引航人员,1,0,1
1317,内河船只船员,渔业生产人员,2,0,1
1319,行业应用工程师,海洋工程技术人员,3,0,1
1320,电气技术员,海洋工程技术人员,2,0,1
1323,航运安全咨询师,道路和水上运输工程技术人员,2,0,1
1321,焊工,船舶制造人员,2,0,1
1322,焊工,船舶制造人员,2,0,1
1324,码头主管工程师,道路和水上运输工程技术人员,3,0,1
1329,运行岗（副操）,道路和水上运输工程技术人员,2,0,1
1330,专业管理岗（水工专工）,海洋工程技术人员,2,0,1
1331,船务外勤,道路和水上运输工程技术人员,2,0,1
1332,船体详细设计主管工程师,海洋工程技术人员,3,0,1
1335,行业研究分析师,海洋工程技术人员,2,0,1
1340,无损检测员,海洋工程技术人员,2,0,1
1341,客户经理,道路和水上运输工程技术人员,1,0,1
1334,高级工艺工程师,海洋工程技术人员,2,0,1
1342,质量管理中心总监,海洋工程技术人员,2,0,1
1345,商务经理（海工船舶）,测绘和地理信息工程技术人员,1,0,1
1346,装配工,船舶制造人员,1,0,1
1343,质检经理/主管-广东,船舶制造人员,1,0,1
1344,设施设备经理（海工装备）,船舶制造人员,1,0,1
1347,土建质量工程师（码头外包）,道路和水上运输工程技术人员,1,0,1
1352,大客户销售（船舶行业）,道路和水上运输工程技术人员,1,0,1
1353,技术总工程师,海洋工程技术人员,2,0,1
1354,客户服务部经理,船舶制造人员,1,0,1
1355,船体工程师-螺旋桨设计,海洋工程技术人员,2,0,1
1357,装配工（中山厂）,船舶制造人员,1,0,1
1356,船机电质检人员,船舶制造人员,3,0,1
1359,高级开发经理（海上风电）,海洋工程技术人员,1,0,1
1358,质量部经理（国际事业部）,船舶制造人员,2,0,1
1364,研发工程师,海洋工程技术人员,1,0,1
1367,海洋工程钢结构设计工程师,海洋工程技术人员,1,0,1
1363,研发设计师（舾装）,道路和水上运输工程技术人员,1,0,1
1368,船舶设计师（结构计算）,海洋工程技术人员,2,0,1
1369,船舶自动化电气项目工程师,海洋工程技术人员,3,0,1
1380,海上风电工程师,海洋工程技术人员,4,0,1
1386,储备干部,道路和水上运输工程技术人员,0,0,1
1385,船舶柴油机制造工程师（S202314）（二级公司-沪东重机）,船舶制造人员,3,0,1
1383,船舶柴油机制造工程师（S202314）（二级公司-沪东重机）,船舶制造人员,3,0,1
1387,项目工程师（结构）,海洋工程技术人员,4,0,1
1388,项目工程师（结构）,海洋工程技术人员,4,0,1
1391,数据分析师,海洋工程技术人员,2,0,1
1394,港口信息化工程师,海洋工程技术人员,2,0,1
1396,工程项目经理,海洋工程技术人员,2,0,1
1395,项目高级技术主管,道路和水上运输工程技术人员,0,0,1
1398,遥感算法工程师（气象海洋）,海洋工程技术人员,2,0,1
1397,集装箱班轮操作,水产技术人员,1,0,1
1401,技术服务工程师,水产技术人员,1,0,1
1403,船体详细设计主管工程师,船舶制造人员,2,0,1
1404,船体详细设计主管工程师,海洋工程技术人员,2,0,1
1405,管系质检专员,船舶制造人员,1,0,1
1408,产品经理,海洋工程技术人员,2,0,1
1406,系统工程师,海洋工程技术人员,3,0,1
1411,船体/轮机/电气设计工程师,海洋工程技术人员,2,0,1
1407,机械维修工,船舶制造人员,2,0,1
1412,轮机技术员,海洋工程技术人员,1,0,1
1413,船舶建造项目经理,船舶指挥和引航人员,1,0,1
1415,研发工程师,海洋工程技术人员,1,0,1
1417,电气详设工程师,海洋工程技术人员,1,0,1
1418,船舶项目经理,船舶制造人员,1,0,1
1421,电气主管设计师,船舶制造人员,1,0,1
1419,防腐工,船舶制造人员,1,0,1
1426,电气工程师,道路和水上运输工程技术人员,1,0,1
1425,解决方案经理（交通）(J11020),海洋工程技术人员,1,0,1
1428,产品经理（声学超构材料）,海洋工程技术人员,3,0,1
1422,研发设计师（总体）,海洋工程技术人员,3,0,1
1439,船舶机电工程师,道路和水上运输工程技术人员,2,0,1
1440,海上风电开发主管,海洋工程技术人员,2,0,1
1448,解决方案经理,道路和水上运输工程技术人员,2,0,1
1447,工程类实习（24届可留用）,海洋工程技术人员,2,0,1
1449,化工工艺工程师,海洋工程技术人员,1,0,1
1450,海务主管,道路和水上运输工程技术人员,3,0,1
1452,技术培训生,海洋工程技术人员,1,0,1
1453,指导船长,船舶指挥和引航人员,1,0,1
1455,工程主管,船舶制造人员,1,0,1
1456,电焊工,船舶制造人员,0,0,1
1457,研究员（变压器-新能源、特-C5595T,海洋工程技术人员,1,0,1
1454,设计员,海洋工程技术人员,2,0,1
1461,中科院直聘：软件工程岗,海洋工程技术人员,1,0,1
1462,初级策划员（操作）-C3982X,道路和水上运输工程技术人员,1,0,1
1465,船厂施工工人,船舶制造人员,1,0,1
1464,生产管培生,水产技术人员,1,0,1
1466,仪表算法工程师,海洋工程技术人员,1,0,1
1470,硬件工程师（电源产品）,船舶制造人员,1,0,1
1472,电气主管,道路和水上运输工程技术人员,1,0,1
1471,船体工程师（中山厂）,道路和水上运输工程技术人员,2,0,1
1474,采购主管,船舶制造人员,1,0,1
1478,钳工,船舶制造人员,1,0,1
1479,渔业自动化工程师（应届管培生）,水产技术人员,2,0,1
1483,工业工程师,海洋工程技术人员,1,0,1
1481,解决方案负责人,海洋工程技术人员,2,0,1
1484,船舶外勤,海洋服务人员,1,0,1
1485,航运市场分析专员,海洋工程技术人员,1,0,1
1486,海洋工程技术研究中心研究员,海洋工程技术人员,1,0,1
1488,航运管理管培生,道路和水上运输工程技术人员,1,0,1
1487,船舶轮机设计师（详细设计）,船舶制造人员,1,0,1
1489,租船经理,道路和水上运输工程技术人员,1,0,1
1490,海外销售（船舶自动化信息化）,道路和水上运输工程技术人员,1,0,1
1492,销售工程师,海洋工程技术人员,1,0,1
1493,高级技术工程师,海洋工程技术人员,1,0,1
1497,海洋仪器运维工程师,海洋服务人员,1,0,1
1495,行销经理-通导&信息化,海洋工程技术人员,1,0,1
1498,24届-电力电子功率硬件工程师(J10077),船舶制造人员,1,0,1
1499,人工智能算法工程师,海洋工程技术人员,1,0,1
1510,海洋馆寒假兼职,海洋服务人员,0,0,1
1509,配管专业资深工程师,海洋工程技术人员,3,0,1
1513,动力学分析工程师(J10409),海洋工程技术人员,3,0,1
1512,体系管理,海洋服务人员,2,0,1
1516,电气主管,道路和水上运输工程技术人员,1,0,1
1515,吊装主管,海洋工程技术人员,2,0,1
1514,科研项目主管,海洋工程技术人员,2,0,1
1517,液压系统工程师（工具公司）,海洋工程技术人员,2,0,1
1502,技术员,海洋工程技术人员,2,0,1
1518,修船总管,船舶制造人员,2,0,1
1519,水产养殖操作工,渔业生产人员,2,0,1
1523,运行岗,船舶制造人员,2,0,1
1525,舾装总体设计高级工程师,船舶制造人员,2,0,1
1524,轮机详细设计主管工程师,船舶制造人员,2,0,1
1522,海事港航信息化项目经理,海洋工程技术人员,2,0,1
1528,船舶调度（外派）,船舶指挥和引航人员,2,0,1
1527,系统工程师,海洋工程技术人员,2,0,1
1526,海洋装备设计工程师,海洋工程技术人员,2,0,1
1529,海运操作专员（梧州）,道路和水上运输工程技术人员,2,0,1
1530,船务专员（南宁）,道路和水上运输工程技术人员,2,0,1
1534,质检员（舟山）,船舶制造人员,1,0,1
1531,船务专员（日照）,道路和水上运输工程技术人员,3,0,1
1535,高级焊接工程师,船舶制造人员,2,0,1
1540,电工,船舶制造人员,3,0,1
1537,船舶结构详细设计（镇江）,道路和水上运输工程技术人员,2,0,1
1538,计划工程师,海洋工程技术人员,2,0,1
1544,精度员,船舶制造人员,2,0,1
1543,精益高级主管,船舶制造人员,3,0,1
1550,能源环保2024届校招,海洋工程技术人员,2,0,1
1545,起重主管,船舶制造人员,2,0,1
1546,研发设计师（电气）,海洋工程技术人员,4,0,1
1551,装卸机械工艺工程师,道路和水上运输工程技术人员,1,0,1
1552,社会招聘-海洋测绘负责人,测绘和地理信息工程技术人员,1,0,1
1554,声呐资深专家,海洋工程技术人员,2,0,1
1558,海务主管,道路和水上运输工程技术人员,4,0,1
1555,遥感算法工程师,海洋工程技术人员,1,0,1
1559,海务管理,船舶指挥和引航人员,1,0,1
1568,感知定位算法工程师,海洋工程技术人员,1,0,1
1566,养殖/文旅工程师,海洋工程技术人员,1,0,1
1571,作业协调技术员,海洋服务人员,1,0,1
1572,船舶贸易项目助理,道路和水上运输工程技术人员,2,0,1
1570,前端开发（双休）,测绘和地理信息工程技术人员,2,0,1
1573,评估勘验助理,海洋工程技术人员,1,0,1
1574,内河船长、轮机长、船员,船舶指挥和引航人员,3,0,1
1575,行业应用工程师,海洋工程技术人员,2,0,1
1577,体系主管,海洋工程技术人员,2,0,1
1579,施工管理员（运维）,海洋工程技术人员,1,0,1
1580,海运航线销售客服,道路和水上运输工程技术人员,1,0,1
1581,资产管理（船舶方向）,船舶指挥和引航人员,1,0,1
1578,自航耙吸式挖泥船船长,船舶指挥和引航人员,1,0,1
1582,采购主管,海洋服务人员,1,0,1
1583,初级船舶配载员,船舶指挥和引航人员,1,0,1
1588,生产计划主管,船舶制造人员,1,0,1
1587,轮机工程师,道路和水上运输工程技术人员,1,0,1
1589,项目经理-海工装备,海洋工程技术人员,1,0,1
1590,设计总工程师,海洋工程技术人员,1,0,1
1591,结构检验员,船舶制造人员,1,0,1
1596,船机电三大类生产管理主管与经理,船舶制造人员,1,0,1
1597,综合管理部（生产统计）经理,船舶制造人员,1,0,1
1598,船体放样工程师（国际事业部）,船舶制造人员,1,0,1
1599,生产经理（国际事业部）,道路和水上运输工程技术人员,3,0,1
1601,轮机详设工程师,海洋工程技术人员,3,0,1
1600,采购员,船舶制造人员,2,0,1
1602,涂装主管,船舶制造人员,3,0,1
1607,电气工程师,道路和水上运输工程技术人员,3,0,1
1606,项目主管（轮机）,船舶指挥和引航人员,1,0,1
1610,水文专业技术人员,道路和水上运输工程技术人员,2,0,1
1612,外运华南-中珠-外勤业务员(J16357),海洋服务人员,3,0,1
1611,外运华南-港航-梧州仓码操作部中控员(J16687),海洋服务人员,3,0,1
1614,海运操作员,道路和水上运输工程技术人员,3,0,1
1613,博士后研究员,海洋工程技术人员,3,0,1
1618,CAD绘图工程师,海洋工程技术人员,1,0,1
1619,项目经理,海洋工程技术人员,3,0,1
1621,水产技术服务员,渔业生产人员,1,0,1
1624,操作计量员,海洋工程技术人员,1,0,1
1620,散货码头工艺工程师,道路和水上运输工程技术人员,3,0,1
1625,船舶维修,船舶制造人员,1,0,1
1626,bms嵌入式软件工程师,海洋工程技术人员,1,0,1
1627,来料成品检验主管,船舶制造人员,2,0,1
1631,海上风电场群规划设计平台高级研发工程师,海洋工程技术人员,3,0,1
1632,机务主管,道路和水上运输工程技术人员,2,0,1
1633,web前端高级开发工程师,测绘和地理信息工程技术人员,1,0,1
1637,算法,海洋工程技术人员,1,0,1
1634,水动力分析工程师,海洋工程技术人员,1,0,1
1635,码头调度,道路和水上运输工程技术人员,2,0,1
1636,港口航道方向 技术负责人（上海分公司）,道路和水上运输工程技术人员,1,0,1
1640,海上安全培训教员（急救教员）(J10505),海洋服务人员,1,0,1
1644,水产养殖技术员--上林,渔业生产人员,1,0,1
1642,港口自动化工程师,海洋工程技术人员,1,0,1
1649,船舶电气工程师,道路和水上运输工程技术人员,1,0,1
1651,业务经理,海洋工程技术人员,2,0,1
1650,高级结构工程师,海洋工程技术人员,3,0,1
1663,客户服务部经理,船舶制造人员,1,0,1
1660,质检经理（海工装备）,船舶制造人员,2,0,1
1657,技术支持工程师（项目）(J11232),道路和水上运输工程技术人员,2,0,1
1665,轮机质检员,船舶制造人员,1,0,1
1664,技术中心管理岗,船舶制造人员,2,0,1
1669,销售,道路和水上运输工程技术人员,1,0,1
1670,船舶下料加工主管,船舶制造人员,2,0,1
1668,电气放样工程师,海洋工程技术人员,2,0,1
1667,电气放样工程师,海洋工程技术人员,2,0,1
1666,船体详设工程师,海洋工程技术人员,2,0,1
1671,船舶小组拼板主管,船舶制造人员,2,0,1
1673,水产自动化养殖工程师,水产技术人员,3,0,1
1674,普通操作工,海洋服务人员,1,0,1
1677,解决方案经理-交通方向(J11150),海洋工程技术人员,1,0,1
1680,土建工程师（舟山）,海洋工程技术人员,1,0,1
1690,总体设计设计师/高级设计师,道路和水上运输工程技术人员,1,0,1
1683,海洋测绘工程师,测绘和地理信息工程技术人员,2,0,1
1684,市场总监,道路和水上运输工程技术人员,1,0,1
1682,光伏设计工程师,海洋工程技术人员,3,0,1
1691,软件工程师-充换电 (MJ014638),海洋工程技术人员,2,0,1
1692,海洋生态监测实验员,海洋工程技术人员,2,0,1
1694,海上风电并网分析工程师,海洋工程技术人员,2,0,1
1701,港口业务管培生,道路和水上运输工程技术人员,1,0,1
1696,船代外勤,道路和水上运输工程技术人员,1,0,1
1695,海务主管,船舶指挥和引航人员,2,0,1
1702,港口副总经理,道路和水上运输工程技术人员,1,0,1
1703,储备技术助理,渔业生产人员,1,0,1
1704,自动化工程师,海洋工程技术人员,1,0,1
1705,销售储备干部（海运/物流）,道路和水上运输工程技术人员,3,0,1
1710,海上安全培训教员（理论教员）(J10503),道路和水上运输工程技术人员,2,0,1
1711,项目技术质量部主任/副主任,道路和水上运输工程技术人员,2,0,1
1712,项目总工（技术负责人）,道路和水上运输工程技术人员,2,0,1
1714,安全员,道路和水上运输工程技术人员,2,0,1
1717,物流专员,海洋服务人员,1,0,1
1713,项目副总经理,海洋工程技术人员,2,0,1
1715,探伤工,船舶制造人员,2,0,1
1716,探伤工,船舶制造人员,2,0,1
1718,AI算法工程师,海洋工程技术人员,2,0,1
1724,中控理货员,海洋服务人员,1,0,1
1728,区域销售经理（港口销售）,道路和水上运输工程技术人员,1,0,1
1726,结构设计工程师,船舶制造人员,1,0,1
1736,船闸方向项目经理,道路和水上运输工程技术人员,1,0,1
1732,结构设计工程师,海洋工程技术人员,1,0,1
1735,高级硬件工程师（模拟）(J11811),海洋工程技术人员,1,0,1
1739,电气工程师（总部）,海洋工程技术人员,1,0,1
1740,技术总工程师,海洋工程技术人员,1,0,1
1742,质检师（江阴）,船舶制造人员,1,0,1
1741,涂装主管设计师,海洋工程技术人员,1,0,1
1738,船体工程师-研发,海洋工程技术人员,1,0,1
1745,海务经理,道路和水上运输工程技术人员,2,0,1
1743,船舶调度,船舶指挥和引航人员,1,0,1
1746,船舶电气工程师,船舶制造人员,1,0,1
1747,项目经营,海洋工程技术人员,2,0,1
1748,融资租赁部门负责人/项目经理（船舶方向)--宁波事业部,海洋工程技术人员,2,0,1
