side,source_file,source_index,job_title,occupation_name,ability,canonical_competency,coding_status,merge_rationale,evidence
supply,不含海但有相关专业的院校_华东师范大学（2022）_海洋科学.pdf.txt,,,,同位素与地球化学分析能力,海洋材料化学与生物医药能力,confirmed,海洋材料、化学和生物医药合并,课程包括同位素示踪技术、沉积地球化学与环境变化、高等仪器分析，掌握地球化学分析技术
supply,不含海但有相关专业的院校_华东师范大学（2022）_海洋科学.pdf.txt,,,,海洋资源与生物地球化学研究能力,海洋材料化学与生物医药能力,confirmed,海洋材料、化学和生物医药合并,课程包括海洋有机地球化学、近海海洋化学、化学海洋学，系统掌握海洋生物地球化学知识
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋技术专业知识体系,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,具备系统的海洋技术基础知识和专业知识，掌握基本的研究方法，了解本专业及相关领域新动态和发展趋势。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋调查观测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,培养目标：能够熟练使用海洋观测仪器开展实验，进行海洋调查和科学考察工作。专业特色：利用光学、声学和电磁技术开展海洋调查。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋信息获取与处理能力,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,具有信息获取与数据分析的能力，具有一定的应用信息技术解决海洋技术实际问题的能力。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋声学技术能力,水声声学与海洋通信技术能力,confirmed,水声、声学与涉海通信合并,核心课程：海洋声学基础、声呐系统原理及应用、海洋水声测量技术、水声通信、声呐系统实验。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋遥感技术能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,核心课程：海洋微波遥感、海洋水色遥感、海洋地理信息系统、海洋光学、海洋遥感软件系统开发。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋光学探测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,课程：海洋光学、海洋激光探测原理与应用、海洋光学专业实验。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋调查实习实践能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,实践环节：海洋调查实习、海洋调查课程。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋技术装备设计与应用能力,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,培养目标：能承担海洋技术装备的设计、研发、应用等工作，能胜任工程师岗位。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋数据处理分析能力,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,课程：Python海洋数据处理与分析、数字信号处理、数字信号处理实验。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋技术专业.pdf.txt,,,,海洋科学基础研究能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,课程：生物海洋学、海洋地质学、化学海洋学、物理海洋学、海洋学导论。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,水产养殖基础理论能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,系统地掌握主要水产动植物增养殖的相关基础理论和专业知识，核心课程包括鱼类生理学、鱼类学、水产动物疾病防治学、养殖水环境化学、水产动物营养与饲料、生物统计学、遗传学。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,水产养殖生产实践能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握水产动植物增养殖的相关专业技能，能够规划和开展主要水产动植物的繁育和养殖生产，具有分析和解决一般生产实践问题的能力。实践环节包括水产养殖学认知实习、综合实习、毕业论文。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,水产养殖科学研发能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,具有较好的文献检索、科学试验、论文撰写等基本科研技能，能在相关领域开展科学研究和产品研发。课程包括生物统计学、文献综述与科技论文写作，以及科研与创新创业训练。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,水产动物疾病防治能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业核心课程包括水产动物疾病防治学，实验课程有水产动物疾病防治学实验，选修课有鱼类病理学、渔药药理学、鱼类免疫学，培养疾病诊断与防治技能。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,水产动物营养与饲料能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业核心课程包括水产动物营养与饲料，实验课程有水产动物营养与饲料实验，选修课有饲料卫生学、饲料加工工艺学、水产饲料添加剂学，培养饲料配制与加工能力。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,养殖水环境调控能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,专业核心课程包括养殖水环境化学，实验课程有养殖水环境化学实验，选修课有养殖水域生态学、水体浮游生物监测及环境评估，培养水质监测与调控能力。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,水产生物遗传育种能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业核心课程包括遗传学，选修课有水产动物育种学、细胞生物学、分子生物学，实验课程有遗传学实验，培养遗传分析与育种技术。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,水产微生物与组织胚胎学能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业基础课程包括水产微生物学、水产动物组织胚胎学，实验课程有水产微生物学实验、水产动物组织胚胎学实验，培养微生物检测和组织观察技能。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,水生生物学与鱼类学能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业基础课程包括水生生物学，专业核心课程包括鱼类学，实验课程有水生生物学实验、鱼类学实验，培养水生生物鉴定与鱼类分类能力。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,创新创业与经营管理能力,工程管理经济质量能力,confirmed,工程管理、经济、市场和质量合规合并,培养较强的创新创业能力，能在水产养殖及相关领域从事技术推广、生产经营管理、科技研发、教学等，课程包括大学生创新创业基础、科研与创新创业训练。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,信息技术与数据分析能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,具有良好的信息技术基础，课程包括大学数学、生物统计学、数据库应用、数学实验，培养数据分析和信息处理能力。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学专业.pdf.txt,,,,实验操作与检测能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,实验课程涵盖基础化学、生物化学、微生物、组织胚胎、鱼类生理等13学分实验教学，培养生物和化学实验操作技能。
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋生物学基础理论与实验能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,掌握海洋生物学基础、海洋鱼类学、海洋微生物学等基本知识，并开设海洋生物学基础实验、海洋鱼类学实验等实验课程（见专业核心课程及实验课程设置）
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋生态与环境监测评价能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,掌握海洋生态学、海洋环境化学等知识，开设海洋环境监测与评价、海洋环境监测实验等课程，培养海洋环境监测与评价能力（见培养标准4.1及课程设置）
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋生物资源调查评估能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,具备海洋生物资源调查评估的能力，课程包括海洋生物资源评估、海洋生物资源调查实习、潜水理论与水下观测技术（见培养标准5.1）
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋生物技术研究能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,掌握海洋生物分子生物学技术方面的知识技能，课程包括遗传学、组学与生物信息学、生物化学、细胞生物学、分子生物学（见培养标准4.2）
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋生物资源增值与利用能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,掌握海洋生物资源增值方面的知识技能，课程包括海洋微生物学、海洋藻类学、海洋浮游生物学、海洋底栖生物学、海洋病毒学、海洋牧场（见培养标准4.3）
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋科学数据与统计处理能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,具备数据处理与统计的能力，课程包括生物统计及试验设计、数据库应用（见培养标准6.1）
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋科学文献检索与科技写作能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,掌握文献检索、资料查询的基本方法，具有科技论文写作的能力，课程包括文献综述与科技论文写作、毕业论文/设计（见能力目标及培养标准6.3）
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋科学前沿跟踪与创新能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,了解专业先进技术、前沿研究，具备跟踪学科发展前沿的能力，课程包括海洋科学导论、海洋科学进展（海洋大讲坛）（见培养目标及培养标准6.2）
supply,不含海但有相关专业的院校_华南农业大学（2024）_海洋科学专业.pdf.txt,,,,海洋科学综合实践与科研能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,开设海洋科学认知实习、海洋科学综合实习、科研与创新创业训练等实践环节，培养独立调查分析和解决问题的能力（见实践课程设置及能力目标）
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产养殖基本理论与实践技能,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握水产养殖科学基本理论和实践技能，具备在智慧渔业相关行业部门从事生产、技术服务等工作能力。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产动植物增养殖能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,掌握水产动植物增养殖的相关专业技能，能够规划和开展主要水产动植物的繁育和养殖生产。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产动物疾病防治能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业核心课程包括水产动物疾病防治学，要求掌握水产动物疾病防治知识。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水生环境监测与评价能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,选修课包括养殖水环境化学、海洋环境监测与评价、水体浮游生物监测及环境评估等。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,智慧渔业技术应用能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,选修模块包括农业人工智能导论、单片机原理、农业大数据分析、Python语言程序设计、传感器原理与应用、计算机视觉与图像处理、物联网概论等。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产营养与饲料配制能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业核心课程包括水产动物营养与饲料，并有相应实验课程。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产遗传育种能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业核心课程包括遗传学，选修课包括水产动物育种学。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产微生物与免疫学能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业基础课程包括水产微生物学，选修课包括水产动物免疫学。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产养殖实验技能,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,实验课程包括水产微生物学实验、动物生物化学实验、遗传学实验、鱼类学实验等。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,科学研究与实验设计能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,具有较好的文献检索、科学试验、论文撰写等基本科研技能，课程包括生物统计学、文献综述与科技论文写作。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,计算机与数据分析能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,具有较好的信息技术基础，课程包括数据库应用、大学数学、数学实验等。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,创新创业能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,培养具有较强的创新意识和创新能力，具有一定的创业能力，课程包括大学生创新创业基础、科研与创新创业训练。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产养殖综合实践能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,实践环节包括水产养殖学认知实习、水产养殖学综合实习、毕业论文。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,水产品加工与质量控制能力,水产品加工质量与市场服务能力,confirmed,水产品加工、质量和市场服务合并,选修课包括水产品加工技术、水产品质量安全控制。
supply,不含海但有相关专业的院校_华南农业大学（2024）_水产养殖学（智慧渔业）专业.pdf.txt,,,,海洋生物多样性认知能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,选修课包括海洋生物多样性与保护。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋科学基础知识能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,系统地掌握海洋科学，重点是物理海洋学、海洋气象学、海气要素监测与预报、海气相互作用等方面的经典基本理论、分析方法
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋调查观测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,能够熟练使用海洋观测仪器进行海洋调查和科学考察工作，具有在实践中发现、认识和解决问题的能力；包含海洋调查、海洋调查实习等课程
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋数据统计与预报能力,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,海洋中的数理统计、海洋要素统计与预报、海洋数值模拟、Python海洋数据处理与分析等课程，以及海洋要素统计与预报实习
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,物理海洋学分析能力,物理海洋气象分析能力,confirmed,物理海洋、气象和数值分析合并,物理海洋学前沿、海洋动力学、海气相互作用、近海区域海洋学等课程，以及物理海洋学实习
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋气象学分析能力,物理海洋气象分析能力,confirmed,物理海洋、气象和数值分析合并,海洋气象学、动力气象学、海洋大气资料同化等课程，以及海洋气象学实习
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋生物学基础能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,生物海洋学、海洋生态学、普通生物学、生物化学等课程，以及生物海洋学实习
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋化学与地质学基础能力,海洋地质地球物理能力,confirmed,海洋地质、地球物理和地球科学合并,大学化学、分析化学、海洋地质学、海洋地球化学等课程，以及化学海洋学实验
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋工程技术应用能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,海洋工程环境、海洋绿色能源、海洋数值模拟等课程，以及流体力学实验
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,计算机与编程应用能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,计算机程序设计（C语言）、FORTRAN语言程序设计及应用、Python海洋数据处理与分析、人工智能海洋学等课程
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋遥感与信息获取能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,海洋遥感、海洋动力学遥感、海洋环境监测、海洋环境监测实验等课程
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋科学研究与创新能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,名师导学、物理海洋学前沿、海洋生态与生物前沿、极地气候变化等前沿课程，以及创新创业训练
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,海洋实验与实践操作能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,大学物理实验、流体力学实验、化学海洋学实验、海洋环境监测实验等实验课程，以及毕业实习、毕业设计
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,跨学科综合分析能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,海洋科学专业涉及物理、化学、生物和地质学科背景，具有较强的学科交叉特点
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学（国科大联培）.pdf.txt,,,,国际视野与交流能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,了解国际动态，关注全球性问题，尊重世界不同文化的差异性和多样性；国际视野和国际交流能力
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程设计能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,海洋工程设计 I、II、III、IV 系列课程，涵盖环境、经济、法律、系泊与基础、固定式与浮式平台、资源开发与设备。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程力学分析能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,包含理论力学、材料力学、结构力学、流体力学、海洋工程水动力学等力学基础课程。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程施工与项目管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,工程施工与项目管理课程包含管理概论、工程项目管理和工程经济；培养方案强调设计、预算、组织、指挥和管理工程项目的能力。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程监测与检测能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,海洋工程监测技术课程，以及海洋工程材料与结构实验、土力学实验、水动力学实验等实践环节。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程材料与结构应用能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,海洋工程材料与结构课程及实验，培养对新型海洋工程材料、结构设计相关知识。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,智能海洋探测与技术能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,专业选修课包含智能海洋探测、数字信号处理、遥感原理、机器学习等，培养智能海洋技术能力。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程制图与CAD能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,CAD 与工程制图课程，培养工程制图技能。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程实践与创新能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,科研创新项目、认知实习、生产实习、毕业论文等实践教学环节，培养创新能力、实践能力与独立解决实际问题能力。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程国际视野与外语能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,培养要求包括掌握至少 1 门外语，熟悉国际工程管理知识；专业核心课程多采用英文授课。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋工程与技术专业.pdf.txt,,,,海洋工程科研与问题解决能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,培养要求具有从事海洋工程方案论证、设计、施工及工程问题研究所需的知识和能力。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,海洋物理学科基础理论能力,工程基础与问题分析能力,confirmed,工程基础、数理和问题分析合并,系统地掌握海洋科学，重点是物理海洋学、海洋气象学、海气要素监测与预报、海气相互作用等方面的经典基本理论、分析方法和应用技能。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,海洋调查观测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,能够熟练使用海洋观测仪器进行海洋调查和科学考察工作，具有在实践中发现、认识和解决问题的能力。课程包括海洋调查、海洋调查实习。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,海洋数据获取与分析能力,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,信息获取与数据分析能力：具有应用信息科学和数据处理技术解决海洋科学问题的能力。课程包括海洋中的数理统计、海洋数值模拟、Python分析。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,计算机编程与软件应用能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,具有较强的计算机使用及软件编程能力。课程包括计算机程序设计（C语言）、FORTRAN语言程序设计及应用、人工智能海洋学。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,海洋数值模拟与预报能力,物理海洋气象分析能力,confirmed,物理海洋、气象和数值分析合并,掌握海气要素监测与预报、海洋数值模拟、海洋要素统计与预报、海气耦合预报等知识和技能。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,海洋气象综合分析与预报能力,物理海洋气象分析能力,confirmed,物理海洋、气象和数值分析合并,课程包括海洋气象学、动力气象学、天气学原理与方法、大气物理学、天气预报综合实习。培养海洋气象科研和业务能力。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,海洋环境监测与评估能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,培养目标：能从事海洋环境监测与预报、海洋设备研发等工作。课程包括海洋工程环境、海洋绿色能源。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,海洋科学研究与创新能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,专业综合能力和创新能力：能够对本学科领域的复杂问题进行综合分析并提出科学的解决方案。课程包括海洋科学前沿（全英文）、创新创业训练。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,跨学科综合应用能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,海洋科学涉及物理、化学、生物和地质学科背景，具有较强的学科交叉特点。熟悉海洋化学、海洋生物、海洋地质等基础知识。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,国际视野与学术交流能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,国际视野和国际交流能力：了解国际动态，关注全球性问题。课程包括海洋科学前沿（全英文）。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,团队协作与项目管理能力,工程管理经济质量能力,confirmed,工程管理、经济、市场和质量合规合并,团队合作能力：能够与团队成员和谐相处，协作共事，并作为成员或领导者在团队活动中发挥积极作用。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋科学专业.pdf.txt,,,,海洋专业实践与实习能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,综合实践环节包括认知实习、生物海洋学实习、海洋气象学实习、物理海洋学实习、海洋调查实习、毕业实习、毕业设计（论文）。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋资源与环境专业综合能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,掌握海洋环境化学、海洋生态学、海洋资源学等基本知识，熟悉海洋调查、观测、分析技能，具备对海洋环境进行综合评价和管理的能力。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋调查观测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,熟悉海洋调查、观测、分析等基本技能；实践环节包括生物海洋学实习、物理海洋学实习、海洋遥感实习、海洋气象学实习。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋资源开发利用能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,掌握海洋资源与环境领域基础理论，能够从事海洋资源开发利用、海洋信息管理等工作。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋环境保护修复能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,以开发、保护海洋资源、修复受损的海洋生态系统为主，培养具备海洋环境保护意识的人才。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋化学分析能力,海洋材料化学与生物医药能力,confirmed,海洋材料、化学和生物医药合并,系统掌握大学化学、分析化学、海洋环境化学等课程的基本理论、分析方法和应用技能。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋生态学能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,掌握海洋生态学、水生生物学、普通生态学等课程的理论与应用，具备海洋生态管理能力。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋生物资源管理能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,掌握水生生物学、海洋微生物学、生物化学等知识，从事海洋生物资源管理。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋环境监测与评价能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,掌握海洋环境监测、海洋环境监测实验等课程，具备海洋环境监测与评价能力。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,数据分析与信息技术应用能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,具有获取和分析信息、应用信息技术解决本专业实际问题的能力，课程包括计算机绘图软件应用、人工智能海洋学。
